scheme,rank,noise_edge,sv1,sv2,sv3,sv4,sv3_over_sv1
catalog_multiplicity,2,39.874218684904875,151.63890744730935,59.73149690927183,39.26102484743583,38.700359195883096,0.2589112789888225
equal_family_prior,3,70.26482794810906,112.41339402371635,103.28093612553037,95.86957709623579,60.93375460209777,0.8528305451354213
